station_cd,station_g_cd,station_name,station_name_rn,line_cd,lon,lat
3001802,3001802,味鋺,AJIMA,30018,136.936113,35.222478
3001803,3001803,味美,AJIYOSHI,30018,136.937134,35.235209
3001804,3001804,春日井,KASUGAI,30018,136.936228,35.25035
3001805,3001805,牛山,USHIYAMA,30018,136.931356,35.264014
3001806,3001806,間内,MANAI,30018,136.9312,35.271585
3001807,3001807,小牧口,KOMAKIGUCHI,30018,136.927675,35.281717
3001808,3001808,小牧,KOMAKI,30018,136.928461,35.28915
3001809,3001809,小牧原,KOMAKIHARA,30018,136.935836,35.300145
3001810,3001810,味岡,AJIOKA,30018,136.940304,35.309301
3001811,3001811,田県神社前,TAGATAJINJA-MAE,30018,136.943675,35.317422
3001812,3001812,楽田,GAKUDEN,30018,136.950101,35.330548
3001813,3001813,羽黒,HAGURO,30018,136.952486,35.351519
3001814,3001518,犬山,INUYAMA,30018,136.945536,35.379871
3001901,3001519,犬山遊園,INUYAMAYUEN,30019,136.946894,35.390331
3001902,3001902,成田山,NARITASAN,30019,136.949646,35.387426
3001903,3001903,動物園,DOBUTSUEN,30019,136.956687,35.390318
3002001,3000156,笠松,KASAMATSU,30020,136.764664,35.37466
3002002,3002002,西笠松,NISHI KASAMATSU,30020,136.757901,35.36906
3002003,3002003,柳津,YANAIZU,30020,136.737103,35.364925
3002004,3002004,南宿,MINAMI JUKU,30020,136.728604,35.347869
3002005,3002005,須賀,SUKA,30020,136.726805,35.340192
3002006,3002006,不破一色,FUWA ISHIKI,30020,136.721897,35.332959
3002007,3002007,竹鼻,TAKEHANA,30020,136.706399,35.326734
3002008,3002008,羽島市役所前,HASHIMA-SHIYAKUSHO-MAE,30020,136.70003,35.321924
3002009,3002009,江吉良,EGIRA,30020,136.699686,35.31543
3002101,3002009,江吉良,EGIRA,30021,136.699686,35.31543
3002102,3002102,新羽島,SHIN HASHIMA,30021,136.686582,35.315471
3100101,3100101,大阪難波,OSAKA-NAMBA,31001,135.499144,34.667113
3100102,3100102,近鉄日本橋,KINTETSU-NIPPOMBASHI,31001,135.505818,34.666949
3100103,3100103,大阪上本町,OSAKA-UEHOMMACHI,31001,135.522189,34.665513
3100104,1162317,鶴橋,TSURUHASHI,31001,135.530605,34.665282
3100105,3100105,今里,IMAZATO,31001,135.549917,34.664788
3100106,3100106,布施,FUSE,31001,135.563516,34.664092
3100201,3100201,大和西大寺,YAMATO-SAIDAIJI,31002,135.783169,34.69358
3100202,3100202,尼ヶ辻,AMAGATSUJI,31002,135.783519,34.681109
3100203,3100203,西ノ京,NISHINOKYO,31002,135.783186,34.670652
3100204,3100204,九条,KUJO,31002,135.782894,34.659523
3100205,3100205,近鉄郡山,KINTETSU-KORIYAMA,31002,135.780756,34.646041
3100206,3100206,筒井,TSUTSUI,31002,135.78067,34.620152
3100207,3100207,平端,HIRAHATA,31002,135.782804,34.606712
3100208,3100208,ファミリー公園前,FAMILY-KOENMAE,31002,135.784987,34.597968
3100209,3100209,結崎,YUZAKI,31002,135.784782,34.584586
3100210,3100210,石見,IWAMI,31002,135.785765,34.571499
3100211,3100211,田原本,TAWARAMOTO,31002,135.790837,34.553068
3100212,3100212,笠縫,KASANUI,31002,135.794076,34.541422
3100213,3100213,新ノ口,NINOKUCHI,31002,135.794631,34.525332
3100214,3100214,大和八木,YAMATO-YAGI,31002,135.791484,34.513208
3100215,3100215,八木西口,YAGI-NISHIGUCHI,31002,135.790707,34.509309
3100216,3100216,畝傍御陵前,UNEBIGORYOMAE,31002,135.794254,34.492758
3100217,3100217,橿原神宮前,KASHIHARAJINGU-MAE,31002,135.79434,34.483987
3100301,1160719,大阪阿部野橋,OSAKA-ABENOBASHI,31003,135.514529,34.645643
3100302,3100302,河堀口,KOBOREGUCHI,31003,135.524237,34.641166
3100303,3100303,北田辺,KITA-TANABE,31003,135.528934,34.632184
3100304,3100304,今川,IMAGAWA,31003,135.531148,34.626226
3100305,3100305,針中野,HARINAKANO,31003,135.533078,34.616969
3100306,3100306,矢田,YATA,31003,135.532942,34.605926
3100307,3100307,河内天美,KAWACHI-AMAMI,31003,135.535509,34.585823
3100308,3100308,布忍,NUNOSE,31003,135.539415,34.577824
3100309,3100309,高見ノ里,TAKAMINOSATO,31003,135.546189,34.575232
3100310,3100310,河内松原,KAWACHI-MATSUBARA,31003,135.557097,34.575563
3100311,3100311,恵我ノ荘,EGANOSHO,31003,135.572751,34.573591
3100312,3100312,高鷲,TAKAWASHI,31003,135.584503,34.571602
3100313,3100313,藤井寺,FUJIIDERA,31003,135.594046,34.571669
3100314,3100314,土師ノ里,HAJINOSATO,31003,135.615622,34.571603
3100315,3100315,道明寺,DOMYOJI,31003,135.620399,34.56834
3100316,3100316,古市,FURUICHI,31003,135.609092,34.55416
3100317,3100317,駒ヶ谷,KOMAGATANI,31003,135.621999,34.545751
3100318,3100318,上ノ太子,KAMINOTAISHI,31003,135.637634,34.532974
3100319,3100319,二上山,NIJOZAN,31003,135.685974,34.53907
3100320,3100320,二上神社口,NIJOJINJAGUCHI,31003,135.69414,34.532104
3100321,3100321,当麻寺,TAIMADERA,31003,135.705897,34.516412
3100322,3100322,磐城,IWAKI,31003,135.710869,34.511302
3100323,3100323,尺土,SHAKUDO,31003,135.721404,34.508577
3100324,3100324,高田市,TAKADASHI,31003,135.742119,34.507145
3100325,3100325,浮孔,UKIANA,31003,135.754749,34.498077
3100326,3100326,坊城,BOJO,31003,135.764876,34.493577
3100327,3100327,橿原神宮西口,KASHIHARAJINGU-NISHIGUCHI,31003,135.781372,34.486187
3100328,3100217,橿原神宮前,KASHIHARAJINGU-MAE,31003,135.79434,34.483987
3100401,1150808,桑名,KUWANA,31004,136.683435,35.06744
3100402,3100402,播磨,HARIMA,31004,136.674595,35.078242
3100403,3100403,下深谷,SHIMOFUKAYA,31004,136.661818,35.096179
3100404,3100404,下野代,SHIMONOSHIRO,31004,136.647235,35.115899
3100405,3100405,多度,TADO,31004,136.640594,35.133855
3100406,3100406,美濃松山,MINO-MATSUYAMA,31004,136.632644,35.160724
3100407,3100407,石津,ISHIZU,31004,136.627765,35.181032
3100408,3100408,美濃山崎,MINO-YAMAZAKI,31004,136.621595,35.198658
3100409,3100409,駒野,KOMANO,31004,136.603389,35.22385
3100410,3100410,美濃津屋,MINO-TSUYA,31004,136.566651,35.251532
3100411,3100411,養老,YORO,31004,136.556739,35.28693
3100412,3100412,美濃高田,MINO-TAKADA,31004,136.563602,35.309074
3100413,3100413,烏江,KARASUE,31004,136.592258,35.305346
3100414,3100414,大外羽,OTOBA,31004,136.597382,35.315092
3100415,3100415,友江,TOMOE,31004,136.600672,35.326501
3100416,3100416,美濃青柳,MINO-YANAGI,31004,136.603797,35.343591
3100417,3100417,西大垣,NISHI-OGAKI,31004,136.603363,35.360298
3100418,1150304,大垣,OGAKI,31004,136.61697,35.366664
3100419,3100419,室,MURO,31004,136.606209,35.367272
3100420,3100420,北大垣,KITA-OGAKI,31004,136.601979,35.375349
3100421,3100421,東赤坂,HIGASHI-AKASAKA,31004,136.600971,35.39414
3100422,3100422,広神戸,HIRO-GODO,31004,136.602096,35.419651
3100423,3100423,北神戸,KITA-GODO,31004,136.59441,35.430013
3100424,3100424,池野,IKENO,31004,136.578712,35.436512
3100425,3100425,北池野,KITA-IKENO,31004,136.573673,35.44335
3100426,3100426,美濃本郷,MINO-HONGO,31004,136.571826,35.449874
3100427,3100427,揖斐,IBI,31004,136.572536,35.470314
3100501,3100103,大阪上本町,OSAKA-UEHOMMACHI,31005,135.522189,34.665513
3100502,1162317,鶴橋,TSURUHASHI,31005,135.530605,34.665282
3100503,3100105,今里,IMAZATO,31005,135.549917,34.664788
3100504,3100106,布施,FUSE,31005,135.563516,34.664092
3100505,3100505,俊徳道,SHUNTOKUMICHI,31005,135.571777,34.658224
3100506,3100506,長瀬,NAGASE,31005,135.577612,34.64988
3100507,3100507,弥刀,MITO,31005,135.583412,34.641337
3100508,3100508,久宝寺口,KYUHOJIGUCHI,31005,135.590548,34.634593
3100509,3100509,近鉄八尾,KINTETSU-YAO,31005,135.603591,34.62978
3100510,3100510,河内山本,KAWACHI-YAMAMOTO,31005,135.619317,34.627892
3100511,3100511,高安,TAKAYASU,31005,135.624403,34.619376
3100512,3100512,恩智,ONJI,31005,135.626308,34.609747
3100513,3100513,法善寺,HOZENJI,31005,135.626331,34.595176
3100514,3100514,堅下,KATASHIMO,31005,135.627331,34.588246
3100515,3100515,安堂,ANDO,31005,135.629064,34.580213
3100516,3100516,河内国分,KAWACHI-KOKUBU,31005,135.635684,34.566754
3100517,3100517,大阪教育大前,OSAKAKYOIKUDAIMAE,31005,135.645139,34.555366
3100518,3100518,関屋,SEKIYA,31005,135.667778,34.553688
3100519,3100519,二上,NIJO,31005,135.68811,34.546511
3100520,3100520,近鉄下田,KINTETSU-SHIMODA,31005,135.704033,34.541478
3100521,3100521,五位堂,GOIDO,31005,135.717937,34.534763
3100522,3100522,築山,TSUKIYAMA,31005,135.733036,34.526125
3100523,3100523,大和高田,YAMATO-TAKADA,31005,135.742264,34.519757
3100524,3100524,松塚,MATSUZUKA,31005,135.761507,34.520601
3100525,3100525,真菅,MASUGA,31005,135.772806,34.519585
3100526,3100214,大和八木,YAMATO-YAGI,31005,135.791484,34.513208
3100527,3100527,耳成,MIMINASHI,31005,135.815071,34.512409
3100528,3100528,大福,DAIFUKU,31005,135.829756,34.512851
3100529,1163710,桜井,SAKURAI,31005,135.846516,34.51347
3100530,3100530,大和朝倉,YAMATO-ASAKURA,31005,135.868933,34.51602
3100531,3100531,長谷寺,HASEDERA,31005,135.906453,34.526889
3100532,3100532,榛原,HAIBARA,31005,135.954747,34.529887
3100533,3100533,室生口大野,MUROGUCHI-ONO,31005,136.015252,34.566109
3100534,3100534,三本松,SAMBOMMATSU,31005,136.035851,34.578571
3100535,3100535,赤目口,AKAMEGUCHI,31005,136.073897,34.599467
3100536,3100536,名張,NABARI,31005,136.095753,34.621612
3100537,3100537,桔梗が丘,KIKYOGAOKA,31005,136.112639,34.641297
3100538,3100538,美旗,MIHATA,31005,136.133022,34.662989
3100539,3100539,伊賀神戸,IGA-KAMBE,31005,136.152854,34.673639
3100540,3100540,青山町,AOYAMACHO,31005,136.177763,34.672848
3100541,3100541,伊賀上津,IGA-KOZU,31005,136.205088,34.682695
3100542,3100542,西青山,NISHI-AOYAMA,31005,136.237988,34.676518
3100543,3100543,東青山,HIGASHI-AOYAMA,31005,136.321627,34.675599
3100544,3100544,榊原温泉口,SAKAKIBARA-ONSENGUCHI,31005,136.348576,34.67468
3100545,3100545,大三,OMITSU,31005,136.368896,34.664058
3100546,3100546,伊勢石橋,ISE-ISHIBASHI,31005,136.408034,34.656783
3100547,1151305,川合高岡,KAWAI-TAKAOKA,31005,136.436692,34.656425
3100548,3100548,伊勢中川,ISE-NAKAGAWA,31005,136.477894,34.635028
3100601,1150907,伊賀上野,IGA-UENO,31006,136.123017,34.789026
3100602,3100602,新居,NII,31006,136.115903,34.786338
3100603,3100603,西大手,NISHIOTE,31006,136.124675,34.766923
3100604,3100604,上野市,UENOSHI,31006,136.129419,34.767654
3100605,3100605,広小路,HIROKOJI,31006,136.134427,34.767054
3100606,3100606,茅町,KAYAMACHI,31006,136.135732,34.761524
3100607,3100607,桑町,KUWAMACHI,31006,136.136621,34.754164
3100608,3100608,猪田道,IDAMICHI,31006,136.140352,34.735424
3100609,3100609,市部,ICHIBE,31006,136.148661,34.726245
3100610,3100610,依那古,INAKO,31006,136.15318,34.715199
3100611,3100611,丸山,MARUYAMA,31006,136.157461,34.704381
3100612,3100612,上林,UEBAYASHI,31006,136.161219,34.694998
3100613,3100613,比土,HIDO,31006,136.16047,34.675828
3100614,3100539,伊賀神戸,IGA-KAMBE,31006,136.152854,34.673639
3100701,3100217,橿原神宮前,KASHIHARAJINGU-MAE,31007,135.79434,34.483987
3100702,3100702,岡寺,OKADERA,31007,135.796088,34.473963
3100703,3100703,飛鳥,ASUKA,31007,135.79816,34.464928
3100704,3100704,壺阪山,TSUBOSAKAYAMA,31007,135.794819,34.449508
3100705,3100705,市尾,ICHIO,31007,135.776488,34.441731
3100706,3100706,葛,KUZU,31007,135.759914,34.431446
3100707,1163611,吉野口,YOSHINOGUCHI,31007,135.750595,34.420582
3100708,3100708,薬水,KUSURIMIZU,31007,135.74323,34.407806
3100709,3100709,福神,FUKUGAMI,31007,135.750185,34.395466
3100710,3100710,大阿太,OADA,31007,135.766434,34.388359
3100711,3100711,下市口,SHIMOICHIGUCHI,31007,135.786888,34.383998
3100712,3100712,越部,KOSHIBE,31007,135.80262,34.38614
3100713,3100713,六田,MUDA,31007,135.822943,34.390051
3100714,3100714,大和上市,YAMATO-KAMIICHI,31007,135.845691,34.39572
3100715,3100715,吉野神宮,YOSHINOJINGU,31007,135.848211,34.390191
3100716,3100716,吉野,YOSHINO,31007,135.853486,34.376848
3100801,3100801,近鉄四日市,KINTETSU-YOKKAICHI,31008,136.618352,34.966495
3100802,3100802,中川原,NAKAGAWARA,31008,136.602715,34.969242
3100803,3100803,伊勢松本,ISE-MATSUMOTO,31008,136.590736,34.969772
3100804,3100804,伊勢川島,ISE-KAWASHIMA,31008,136.566934,34.977688
3100805,3100805,高角,TAKATSUNO,31008,136.554488,34.983287
3100806,3100806,桜,SAKURA,31008,136.541611,34.996586
3100807,3100807,菰野,KOMONO,31008,136.517368,35.0087
3100808,3100808,中菰野,NAKA-KOMONO,31008,136.50425,35.012297
3100809,3100809,大羽根園,OBANEEN,31008,136.49417,35.012521
3100810,3100810,湯の山温泉,YUNOYAMA-ONSEN,31008,136.473617,35.01159
3100901,3100548,伊勢中川,ISE-NAKAGAWA,31009,136.477894,34.635028
3100902,3100902,伊勢中原,ISE-NAKAHARA,31009,136.497531,34.6148
3100903,3100903,松ヶ崎,MATSUGASAKI,31009,136.518937,34.596469
3100904,1151008,松阪,MATSUSAKA,31009,136.536241,34.577398
3100905,3100905,東松阪,HIGASHI-MATSUSAKA,31009,136.546122,34.565543
3100906,3100906,櫛田,KUSHIDA,31009,136.583069,34.548879
3100907,3100907,漕代,KOISHIRO,31009,136.601001,34.541013
3100908,3100908,斎宮,SAIKU,31009,136.615389,34.537877
3100909,3100909,明星,MYOJO,31009,136.642597,34.531112
3100910,3100910,明野,AKENO,31009,136.668815,34.521497
3100911,3100911,小俣,OBATA,31009,136.685163,34.512746
3100912,3100912,宮町,MIYAMACHI,31009,136.698526,34.497829
3100913,1151206,伊勢市,ISESHI,31009,136.710155,34.492087
3100914,3100914,宇治山田,UJIYAMADA,31009,136.714002,34.488256
3101001,3100914,宇治山田,UJIYAMADA,31010,136.714002,34.488256
3101002,3101002,五十鈴川,ISUZUGAWA,31010,136.727287,34.476433
3101003,3101003,朝熊,ASAMA,31010,136.757357,34.477195
3101004,3101004,池の浦,IKENOURA,31010,136.818533,34.479104
3101005,1151211,鳥羽,TOBA,31010,136.843117,34.486743
3101101,3100207,平端,HIRAHATA,31011,135.782804,34.606712
3101102,3101102,二階堂,NIKAIDO,31011,135.79553,34.602121
3101103,3101103,前栽,SENZAI,31011,135.816536,34.600996
3101104,1163705,天理,TENRI,31011,135.829548,34.601223
3101201,3100315,道明寺,DOMYOJI,31012,135.620399,34.56834
3101202,3101202,柏原南口,KASHIWARA-MINAMIGUCHI,31012,135.624956,34.58153
3101203,1160712,柏原,KASHIWARA,31012,135.623308,34.586668
3101301,3100801,あすなろう四日市,ASUNAROU YOKKAICHI,31013,136.618352,34.966495
3101302,3101302,赤堀,AKAHORI,31013,136.6104,34.95919
3101303,3101303,日永,HINAGA,31013,136.604409,34.95594
3101304,3101304,南日永,MINAMI-HINAGA,31013,136.601015,34.949949
3101305,3101305,泊,TOMARI,31013,136.598491,34.940375
3101306,3101306,追分,OIWAKE,31013,136.596174,34.933931
3101307,3101307,小古曽,OGOSO,31013,136.592322,34.928701
3101308,3101308,内部,UTSUBE,31013,136.58697,34.925515
3101401,3100801,あすなろう四日市,ASUNAROU YOKKAICHI,31014,136.618352,34.966495
3101402,3101302,赤堀,AKAHORI,31014,136.6104,34.95919
3101403,3101303,日永,HINAGA,31014,136.604409,34.95594
3101404,3101404,西日野,NISHIHINO,31014,136.591163,34.952896
3101501,1151211,鳥羽,TOBA,31015,136.843117,34.486743
3101502,3101502,中之郷,NAKANOGO,31015,136.845542,34.479577
3101503,3101503,志摩赤崎,SHIMA-AKASAKI,31015,136.84197,34.470028
3101504,3101504,船津,FUNATSU,31015,136.841562,34.456974
3101505,3101505,加茂,KAMO,31015,136.846562,34.444164
3101506,3101506,松尾,MATSUO,31015,136.840144,34.432726
3101507,3101507,白木,SHIRAKI,31015,136.831192,34.429218
3101508,3101508,五知,GOCHI,31015,136.810655,34.407259
3101509,3101509,沓掛,KUTSUKAKE,31015,136.814427,34.394149
3101510,3101510,上之郷,KAMINOGO,31015,136.811422,34.379334
3101511,3101511,志摩磯部,SHIMA-ISOBE,31015,136.805806,34.36959
3101512,3101512,穴川,ANAGAWA,31015,136.815975,34.358742
3101513,3101513,志摩横山,SHIMA-YOKOYAMA,31015,136.818053,34.334208
3101514,3101514,鵜方,UGATA,31015,136.825747,34.329332
3101515,3101515,志摩神明,SHIMA-SHIMMEI,31015,136.829977,34.3162
3101516,3101516,賢島,KASHIKOJIMA,31015,136.819285,34.308529
3101601,3101601,生駒,IKOMA,31016,135.698006,34.693082
3101602,3101602,菜畑,NABATA,31016,135.706769,34.685535
3101603,3101603,一分,ICHIBU,31016,135.707992,34.675408
3101604,3101604,南生駒,MINAMI-IKOMA,31016,135.708769,34.665484
3101605,3101605,萩の台,HAGINODAI,31016,135.708967,34.656974
3101606,3101606,東山,HIGASHIYAMA,31016,135.7085,34.648633
3101607,3101607,元山上口,MOTOSANJOGUCHI,31016,135.700887,34.640562
3101608,3101608,平群,HEGURI,31016,135.704345,34.629291
3101609,3101609,竜田川,TATSUTAGAWA,31016,135.704559,34.617272
3101610,3101610,勢野北口,SEYAKITAGUCHI,31016,135.700979,34.606098
3101611,3101611,信貴山下,SHIGISANSHITA,31016,135.695172,34.600935
3101612,1160708,王寺,OJI,31016,135.702438,34.597695
3101701,3100211,西田原本,NISHI-TAWARAMOTO,31017,135.789512,34.553909
3101702,3101702,黒田,KURODA,31017,135.777794,34.56841
3101703,3101703,但馬,TAJIMA,31017,135.768269,34.569462
3101704,3101704,箸尾,HASHIO,31017,135.751245,34.570287
3101705,3101705,池部,IKEBE,31017,135.737166,34.578755
3101706,3101706,佐味田川,SAMITAGAWA,31017,135.731047,34.585213
3101707,3101707,大輪田,OWADA,31017,135.720328,34.589173
3101708,1160708,新王寺,SHIN-OJI,31017,135.704337,34.597722
3101801,3100323,尺土,SHAKUDO,31018,135.721404,34.508577
3101802,3101802,近鉄新庄,KINTETSU-SHINJO,31018,135.727338,34.489105
3101803,3101803,忍海,OSHIMI,31018,135.731988,34.476062
3101804,1163608,近鉄御所,KINTETSU-GOSE,31018,135.732496,34.46468
3101901,3101901,伊勢若松,ISE-WAKAMATSU,31019,136.616765,34.869431
3101902,3101902,柳,YANAGI,31019,136.595947,34.871381
3101903,3101903,鈴鹿市,SUZUKASHI,31019,136.582812,34.883899
3101904,3101904,三日市,MIKKAICHI,31019,136.562316,34.880232
3101905,3101905,平田町,HIRATACHO,31019,136.542406,34.875124
3102001,3100106,布施,FUSE,31020,135.563516,34.664092
3102002,1164103,河内永和,KAWACHI-EIWA,31020,135.573179,34.664276
3102003,3102003,河内小阪,KAWACHI-KOSAKA,31020,135.5815,34.66394
3102004,3102004,八戸ノ里,YAENOSATO,31020,135.589475,34.663721
3102005,3102005,若江岩田,WAKAE-IWATA,31020,135.608315,34.66311
3102006,3102006,河内花園,KAWACHI-HANAZONO,31020,135.618347,34.662713
3102007,3102007,東花園,HIGASHI-HANAZONO,31020,135.626808,34.662388
3102008,3102008,瓢箪山,HYOTAN-YAMA,31020,135.639143,34.66196
3102009,3102009,枚岡,HIRAOKA,31020,135.648067,34.669579
3102010,3102010,額田,NUKATA,31020,135.651086,34.675181
3102011,3102011,石切,ISHIKIRI,31020,135.654996,34.684739
3102012,3101601,生駒,IKOMA,31020,135.698006,34.693082
3102013,3102013,東生駒,HIGASHI-IKOMA,31020,135.710488,34.691729
3102014,3102014,富雄,TOMIO,31020,135.734825,34.694229
3102015,3102015,学園前,GAKUEMMAE,31020,135.749713,34.697018
3102016,3102016,菖蒲池,AYAMEIKE,31020,135.761331,34.69796
3102017,3100201,大和西大寺,YAMATO-SAIDAIJI,31020,135.783169,34.69358
3102018,3102018,新大宮,SHIN-OMIYA,31020,135.810744,34.685434
3102019,3102019,近鉄奈良,KINTETSU-NARA,31020,135.827472,34.684323
3102020,3100103,大阪上本町,OSAKA-UEHOMMACHI,31020,135.522189,34.665513
3102021,1162317,鶴橋,TSURUHASHI,31020,135.530605,34.665282
3102022,3100105,今里,IMAZATO,31020,135.549917,34.664788
3102101,3100510,河内山本,KAWACHI-YAMAMOTO,31021,135.619317,34.627892
3102102,3102102,服部川,HATTORIGAWA,31021,135.641102,34.626481
3102103,3102103,信貴山口,SHIGISANGUCHI,31021,135.642118,34.619967
3102201,3100316,古市,FURUICHI,31022,135.609092,34.55416
3102202,3102202,喜志,KISHI,31022,135.607137,34.522647
3102203,3102203,富田林,TONDABAYASHI,31022,135.600413,34.504166
3102204,3102204,富田林西口,TONDABAYASHI-NISHIGUCHI,31022,135.596347,34.500302
3102205,3102205,川西,KAWANISHI,31022,135.590701,34.491992
3102206,3102206,滝谷不動,TAKIDANIFUDO,31022,135.586665,34.481355
3102207,3102207,汐ノ宮,SHIONOMIYA,31022,135.579188,34.466962
3102208,3102208,河内長野,KAWACHI-NAGANO,31022,135.573172,34.450684
3102301,3102301,長田,NAGATA,31023,135.591919,34.678747
3102302,3102302,荒本,ARAMOTO,31023,135.604912,34.678627
3102303,3102303,吉田,YOSHITA,31023,135.624135,34.680294
3102304,3102304,新石切,SHIN-ISHIKIRI,31023,135.640859,34.680133
3102305,3101601,生駒,IKOMA,31023,135.698006,34.693082
3102306,3102306,白庭台,SHIRANIWADAI,31023,135.716686,34.720345
3102307,3102307,学研北生駒,GAKKEN-KITA-IKOMA,31023,135.723038,34.724789
3102308,3102308,学研奈良登美ヶ丘,GAKKEN-NARA-TOMIGAOKA,31023,135.752424,34.726518
3102401,3102103,信貴山口,SHIGISANGUCHI,31024,135.642118,34.619967
3102402,3102402,高安山,TAKAYASUYAMA,31024,135.653794,34.613679
3102501,1160120,京都,KYOTO,31025,135.756442,34.984726
3102502,3102502,東寺,TOJI,31025,135.752553,34.979967
3102503,3102503,十条,JUJO,31025,135.752413,34.97398
3102504,3102504,上鳥羽口,KAMITOBAGUCHI,31025,135.752625,34.965135
3102505,3102505,竹田,TAKEDA,31025,135.756091,34.956825
3102506,3102506,伏見,FUSHIMI,31025,135.761479,34.946054
3102507,3102507,近鉄丹波橋,KINTETSU-TAMBABASHI,31025,135.766262,34.938299
3102508,3102508,桃山御陵前,MOMOYAMAGORYOMAE,31025,135.765537,34.933349
3102509,3102509,向島,MUKAIJIMA,31025,135.769681,34.914924
3102510,3102510,小倉,OGURA,31025,135.781914,34.89304
3102511,3102511,伊勢田,ISEDA,31025,135.77899,34.882208
3102512,3102512,大久保,OKUBO,31025,135.777024,34.874351
3102513,3102513,久津川,KUTSUKAWA,31025,135.774847,34.864943
3102514,3102514,寺田,TERADA,31025,135.772011,34.853275
3102515,3102515,富野荘,TONOSHO,31025,135.772922,34.840201
3102516,1161707,新田辺,SHIN-TANABE,31025,135.772805,34.820492
3102517,3102517,興戸,KODO,31025,135.778638,34.808293
3102518,1161705,三山木,MIYAMAKI,31025,135.785905,34.798435
3102519,3102519,近鉄宮津,KINTETSU-MIYAZU,31025,135.787391,34.791453
3102520,1161704,狛田,KOMADA,31025,135.789568,34.78047
3102521,1161703,新祝園,SHIN-HOSONO,31025,135.792657,34.759953
3102522,3102522,木津川台,KIZUGAWADAI,31025,135.795996,34.746641
3102523,3102523,山田川,YAMADAGAWA,31025,135.793794,34.737678
3102524,3102524,高の原,TAKANOHARA,31025,135.791839,34.723494
3102525,3102525,平城,HEIJO,31025,135.784524,34.701496
3102526,3100201,大和西大寺,YAMATO-SAIDAIJI,31025,135.783169,34.69358
3102527,3102018,新大宮,SHIN-OMIYA,31025,135.810744,34.685434
3102528,3102019,近鉄奈良,KINTETSU-NARA,31025,135.827472,34.684323
3102601,3101601,鳥居前,TORIIMAE,31026,135.696151,34.692439
3102602,3102602,宝山寺,HOZANJI,31026,135.68907,34.686069
3102603,3102603,梅屋敷,UMEYASHIKI,31026,135.686967,34.683299
3102604,3102604,霞ヶ丘,KASUMIGAOKA,31026,135.683577,34.681341
3102605,3102605,生駒山上,IKOMASANJO,31026,135.68053,34.679594
3102701,1141101,近鉄名古屋,KINTETSU-NAGOYA,31027,136.883855,35.169191
3102702,3102702,米野,KOMENO,31027,136.879793,35.161354
3102703,3102703,黄金,KOGANE,31027,136.870621,35.156185
3102704,3102704,烏森,KASUMORI,31027,136.863895,35.152935
3102705,1150802,近鉄八田,KINTETSU-HATTA,31027,136.854458,35.149587
3102706,3102706,伏屋,FUSHIYA,31027,136.827841,35.140183
3102707,3102707,戸田,TODA,31027,136.807624,35.132731
3102708,3102708,近鉄蟹江,KINTETSU-KANIE,31027,136.794139,35.129739
3102709,3102709,富吉,TOMIYOSHI,31027,136.769298,35.123634
3102710,3102710,佐古木,SAKOGI,31027,136.752583,35.119574
3102711,1150806,近鉄弥富,KINTETSU-YATOMI,31027,136.727638,35.113634
3102712,1150807,近鉄長島,KINTETSU-NAGASHIMA,31027,136.696162,35.097721
3102713,1150808,桑名,KUWANA,31027,136.683435,35.06744
3102714,3102714,益生,MASUO,31027,136.67854,35.057772
3102715,3102715,伊勢朝日,ISE-ASAHI,31027,136.668821,35.038246
3102716,3102716,川越富洲原,KAWAGOE-TOMISUHARA,31027,136.659736,35.016267
3102717,3102717,近鉄富田,KINTETSU-TOMIDA,31027,136.64934,35.006491
3102718,3102718,霞ヶ浦,KASUMIGAURA,31027,136.636872,34.993392
3102719,3102719,阿倉川,AKURAGAWA,31027,136.629417,34.985207
3102720,3102720,川原町,KAWARAMACHI,31027,136.623201,34.977283
3102721,3100801,近鉄四日市,KINTETSU-YOKKAICHI,31027,136.618352,34.966495
3102722,3102722,新正,SHINSHO,31027,136.61873,34.955816
3102723,3102723,海山道,MIYAMADO,31027,136.622956,34.943304
3102724,3102724,塩浜,SHIOHAMA,31027,136.622242,34.933008
3102725,3102725,北楠,KITA-KUSU,31027,136.624797,34.916197
3102726,3102726,楠,KUSU,31027,136.631208,34.90489
3102727,3102727,長太ノ浦,NAGONOURA,31027,136.6264,34.89158
3102728,3102728,箕田,MIDA,31027,136.622025,34.879439
3102729,3101901,伊勢若松,ISE-WAKAMATSU,31027,136.616765,34.869431
3102730,3102730,千代崎,CHIYOZAKI,31027,136.608332,34.854793
3102731,3102731,白子,SHIROKO,31027,136.589584,34.833754
3102732,3102732,鼓ヶ浦,TSUDUMIGAURA,31027,136.581299,34.826219
3102733,3102733,磯山,ISOYAMA,31027,136.568881,34.812609
3102734,3102734,千里,CHISATO,31027,136.556216,34.798491
3102735,3102735,豊津上野,TOYOTSU-UENO,31027,136.543173,34.785156
3102736,3102736,白塚,SHIRATSUKA,31027,136.53254,34.77066
3102737,3102737,高田本山,TAKADAHONZAN,31027,136.516431,34.755082
3102738,3102738,江戸橋,EDOBASHI,31027,136.514034,34.744425
3102739,1151004,津,TSU,31027,136.510581,34.734418
3102740,3102740,津新町,TSU-SHIMMACHI,31027,136.50006,34.715632
3102741,3102741,南が丘,MINAMIGAOKA,31027,136.49662,34.692183
3102742,3102742,久居,HISAI,31027,136.477806,34.675543
