station_cd,station_g_cd,station_name,station_name_rn,line_cd,lon,lat
1161607,1161607,柴山,SHIBAYAMA,11616,134.663886,35.646454
1161608,1161608,香住,KASUMI,11616,134.62359,35.635344
1161609,1161609,鎧,YOROI,11616,134.575144,35.651691
1161610,1161610,餘部,AMARUBE,11616,134.556918,35.648658
1161611,1161611,久谷,KUTANI,11616,134.517374,35.627549
1161612,1161612,浜坂,HAMASAKA,11616,134.452558,35.620618
1161613,1161613,諸寄,MOROYOSE,11616,134.434303,35.619529
1161614,1161614,居組,IGUMI,11616,134.393736,35.606982
1161615,1161615,東浜,HIGASHIHAMA,11616,134.362225,35.599471
1161616,1161616,岩美,IWAMI,11616,134.335595,35.574182
1161617,1161617,大岩,OIWA,11616,134.308114,35.566835
1161618,1161618,福部,FUKUBE,11616,134.287239,35.545512
1161619,1161619,鳥取,TOTTORI,11616,134.225901,35.493953
1161620,1161620,湖山,KOYAMA,11616,134.186232,35.513455
1161621,1161621,鳥取大学前,TOTTORIDAIGAKUMAE,11616,134.174305,35.51804
1161622,1161622,末恒,SUETSUNE,11616,134.135739,35.52395
1161623,1161623,宝木,HOGI,11616,134.081789,35.514153
1161624,1161624,浜村,HAMAMURA,11616,134.050749,35.509522
1161625,1161625,青谷,AOYA,11616,133.995782,35.516228
1161626,1161626,泊,TOMARI,11616,133.936515,35.509103
1161627,1161627,松崎,MATSUZAKI,11616,133.902053,35.46871
1161628,1161628,倉吉,KURAYOSHI,11616,133.849661,35.45473
1161629,1161629,下北条,SHIMOHOJO,11616,133.809109,35.481915
1161630,1161630,由良,YURA,11616,133.754367,35.490236
1161631,1161631,浦安,URAYASU,11616,133.693462,35.499695
1161632,1161632,八橋,YABASE,11616,133.673683,35.503256
1161633,1161633,赤碕,AKASAKI,11616,133.634527,35.512437
1161634,1161634,中山口,NAKAYAMAGUCHI,11616,133.590017,35.52088
1161635,1161635,下市,SHIMOICHI,11616,133.566302,35.518821
1161636,1161636,御来屋,MIKURIYA,11616,133.502858,35.512234
1161637,1161637,名和,NAWA,11616,133.49192,35.507256
1161638,1161638,大山口,DAISENGUCHI,11616,133.456718,35.485045
1161639,1161639,淀江,YODOE,11616,133.429788,35.457017
1161640,1161640,伯耆大山,HOKI-DAISEN,11616,133.384216,35.430142
1161641,1161641,東山公園,HIGASHIYAMAKOEN,11616,133.351902,35.430753
1161642,1161642,米子,YONAGO,11616,133.33657,35.42327
1161701,1160702,木津,KIZU,11617,135.824794,34.735962
1161702,1161702,西木津,NISHI-KIZU,11617,135.803507,34.737762
1161703,1161703,祝園,HOSONO,11617,135.792107,34.76017
1161704,1161704,下狛,SHIMOKOMA,11617,135.788574,34.780579
1161705,1161705,ＪＲ三山木,JR-MIYAMAKI,11617,135.784578,34.798334
1161706,1161706,同志社前,DOSHISHAMAE,11617,135.778633,34.805124
1161707,1161707,京田辺,KYOTANABE,11617,135.768664,34.821114
1161708,1161708,大住,OSUMI,11617,135.749874,34.830785
1161709,1161709,松井山手,MATSUIYAMATE,11617,135.727617,34.833288
1161710,1161710,長尾,NAGAO,11617,135.713091,34.825938
1161711,1161711,藤阪,FUJISAKA,11617,135.702748,34.814466
1161712,1161712,津田,TSUDA,11617,135.697946,34.801373
1161713,1161713,河内磐船,KAWACHI-IWAFUNE,11617,135.684592,34.776501
1161714,1161714,星田,HOSHIDA,11617,135.663455,34.767346
1161715,1161715,寝屋川公園,NEYAGAWAKOEN,11617,135.653276,34.755491
1161716,1161716,忍ケ丘,SHINOBUGAOKA,11617,135.645232,34.745762
1161717,1161717,四条畷,SHIJONAWATE,11617,135.639297,34.730128
1161718,1161718,野崎,NOZAKI,11617,135.636942,34.718334
1161719,1161719,住道,SUMINODO,11617,135.621496,34.706238
1161720,1161720,鴻池新田,KONOIKESHINDEN,11617,135.597679,34.698847
1161721,1161721,徳庵,TOKUAN,11617,135.581386,34.692423
1161722,1161722,放出,HANATEN,11617,135.563296,34.688103
1161723,1161723,鴫野,SHIGINO,11617,135.544995,34.692769
1161724,1161724,京橋,KYOBASHI,11617,135.534253,34.696047
1161801,1160120,京都,KYOTO,11618,135.757748,34.985465
1161802,1161802,東福寺,TOFUKUJI,11618,135.769778,34.981371
1161803,1161803,稲荷,INARI,11618,135.770707,34.966758
1161804,1161804,ＪＲ藤森,JR-FUJINOMORI,11618,135.775695,34.948278
1161805,1161805,桃山,MOMOYAMA,11618,135.771673,34.932647
1161806,1161806,六地蔵,ROKUJIZO,11618,135.797335,34.932843
1161807,1161807,木幡,KOHATA,11618,135.798901,34.924962
1161808,1161808,黄檗,OBAKU,11618,135.803665,34.912831
1161809,1161809,宇治,UJI,11618,135.800629,34.890437
1161810,1161810,ＪＲ小倉,JR-OGURA,11618,135.785962,34.889117
1161811,1161811,新田,SHINDEN,11618,135.780707,34.874314
1161812,1161812,城陽,JOYO,11618,135.781071,34.855536
1161813,1161813,長池,NAGAIKE,11618,135.789801,34.842351
1161814,1161814,山城青谷,YAMASHIRO-AODANI,11618,135.800111,34.828127
1161815,1161815,山城多賀,YAMASHIRO-TAGA,11618,135.806,34.818009
1161816,1161816,玉水,TAMAMIZU,11618,135.807022,34.800108
1161817,1161817,棚倉,TANAKURA,11618,135.816141,34.774705
1161818,1161818,上狛,KAMIKOMA,11618,135.821225,34.750447
1161819,1160702,木津,KIZU,11618,135.824794,34.735962
1161820,1160703,平城山,NARAYAMA,11618,135.810252,34.710431
1161821,1160704,奈良,NARA,11618,135.818935,34.680482
1162201,1161514,福知山,FUKUCHIYAMA,11622,135.118564,35.296143
1162202,1161513,石原,ISA,11622,135.180241,35.300904
1162203,1161512,高津,TAKATSU,11622,135.207158,35.304982
1162204,1161511,綾部,AYABE,11622,135.251896,35.302188
1162205,1162205,淵垣,FUCHIGAKI,11622,135.29457,35.328302
1162206,1162206,梅迫,UMEZAKO,11622,135.311059,35.348774
1162207,1162207,真倉,MAGURA,11622,135.326126,35.407146
1162208,1162208,西舞鶴,NISHI-MAIZURU,11622,135.330545,35.441784
1162209,1142201,東舞鶴,HIGASHI-MAIZURU,11622,135.394788,35.468601
1162301,1160719,天王寺,TENNOJI,11623,135.514124,34.647243
1162302,1160720,新今宮,SHIN-IMAMIYA,11623,135.501076,34.650149
1162303,1160721,今宮,IMAMIYA,11623,135.492975,34.654156
1162304,1162304,芦原橋,ASHIHARABASHI,11623,135.48924,34.658608
1162305,1162305,大正,TAISHO,11623,135.479932,34.665582
1162306,1162306,弁天町,BENTENCHO,11623,135.462348,34.669403
1162307,1162307,西九条,NISHIKUJO,11623,135.466779,34.68269
1162308,1162308,野田,NODA,11623,135.474837,34.689069
1162309,1162309,福島,FUKUSHIMA,11623,135.486563,34.697167
1162310,1160214,大阪,OSAKA,11623,135.495188,34.702398
1162311,1162311,天満,TEMMA,11623,135.512233,34.704923
1162312,1162312,桜ノ宮,SAKURANOMIYA,11623,135.520944,34.704976
1162313,1161724,京橋,KYOBASHI,11623,135.534253,34.696047
1162314,1162314,大阪城公園,OSAKAJOKOEN,11623,135.534482,34.68858
1162315,1162315,森ノ宮,MORINOMIYA,11623,135.533996,34.680412
1162316,1162316,玉造,TAMATSUKURI,11623,135.532901,34.673559
1162317,1162317,鶴橋,TSURUHASHI,11623,135.530133,34.665264
1162318,1162318,桃谷,MOMODANI,11623,135.527908,34.658453
1162319,1162319,寺田町,TERADACHO,11623,135.523437,34.647957
1162401,1162307,西九条,NISHIKUJO,11624,135.466779,34.68269
1162402,1162402,安治川口,AJIKAWAGUCHI,11624,135.443921,34.673416
1162403,1162403,ユニバーサルシティ,UNIVERSAL-CITY,11624,135.438705,34.667842
1162404,1162404,桜島,SAKURAJIMA,11624,135.432136,34.662065
1162501,1161724,京橋,KYOBASHI,11625,135.534253,34.696047
1162502,1162502,大阪城北詰,OSAKAJOKITAZUME,11625,135.525538,34.694283
1162503,1162503,大阪天満宮,OSAKATEMMANGU,11625,135.513442,34.697404
1162504,1160214,北新地,KITASHICHI,11625,135.497038,34.698323
1162505,1162309,新福島,SHIN-FUKUSHIMA,11625,135.48593,34.695094
1162506,1162506,海老江,EBIE,11625,135.473276,34.69544
1162507,1162507,御幣島,MITEJIMA,11625,135.45568,34.71259
1162508,1162508,加島,KASHIMA,11625,135.454183,34.727496
1162509,1160303,尼崎,AMAGASAKI,11625,135.431685,34.731791
1162601,1160719,天王寺,TENNOJI,11626,135.514124,34.647243
1162602,1162602,美章園,BISHOEN,11626,135.523765,34.638411
1162603,1162603,南田辺,MINAMI-TANABE,11626,135.52086,34.625551
1162604,1162604,鶴ケ丘,TSURUGAOKA,11626,135.517088,34.617999
1162605,1162605,長居,NAGAI,11626,135.512769,34.6109
1162606,1162606,我孫子町,ABIKOCHO,11626,135.50667,34.601873
1162607,1162607,杉本町,SUGIMOTOCHO,11626,135.503034,34.593113
1162608,1162608,浅香,ASAKA,11626,135.502423,34.585303
1162609,1162609,堺市,SAKAISHI,11626,135.498644,34.577765
1162610,1162610,三国ケ丘,MIKUNIGAOKA,11626,135.492743,34.566319
1162611,1162611,百舌鳥,MOZU,11626,135.488934,34.558322
1162612,1162612,上野芝,UENOSHIBA,11626,135.478026,34.549484
1162613,1162613,津久野,TSUKUNO,11626,135.468108,34.542287
1162614,1162614,鳳,OTORI,11626,135.458734,34.531674
1162615,1162615,富木,TONOKI,11626,135.451171,34.522534
1162616,1162616,北信太,KITA-SHINODA,11626,135.441506,34.510671
1162617,1162617,信太山,SHINODAYAMA,11626,135.432895,34.500183
1162618,1162618,和泉府中,IZUMI-FUCHU,11626,135.423891,34.48794
1162619,1162619,久米田,KUMEDA,11626,135.405384,34.46574
1162620,1162620,下松,SHIMOMATSU,11626,135.39683,34.457344
1162621,1162621,東岸和田,HIGASHI-KISHIWADA,11626,135.385859,34.449341
1162622,1162622,東貝塚,HIGASHI-KAIZUKA,11626,135.373055,34.440051
1162623,1162623,和泉橋本,IZUMI-HASHIMOTO,11626,135.358762,34.427379
1162624,1162624,東佐野,HIGASHI-SANO,11626,135.350138,34.416744
1162625,1162625,熊取,KUMATORI,11626,135.341086,34.406048
1162626,1162626,日根野,HINENO,11626,135.331309,34.39075
1162627,1162627,長滝,NAGATAKI,11626,135.319574,34.381865
1162628,1162628,新家,SHINGE,11626,135.299076,34.372405
1162629,1162629,和泉砂川,IZUMI-SUNAGAWA,11626,135.281242,34.360289
1162630,1162630,和泉鳥取,IZUMI-TOTTORI,11626,135.263238,34.342538
1162631,1162631,山中渓,YAMANAKADANI,11626,135.269741,34.325534
1162632,1162632,紀伊,KII,11626,135.246179,34.269213
1162633,1162633,六十谷,MUSOTA,11626,135.207116,34.26244
1162634,1162634,紀伊中ノ島,KII-NAKANOSHIMA,11626,135.190223,34.242894
1162635,1162635,和歌山,WAKAYAMA,11626,135.191454,34.232436
1162701,1162614,鳳,OTORI,11627,135.458734,34.531674
1162702,1162702,東羽衣,HIGASHI-HAGOROMO,11627,135.442824,34.535029
1162801,1162626,日根野,HINENO,11628,135.331309,34.39075
1162802,1162802,りんくうタウン,RINKU-TOWN,11628,135.300117,34.410308
1162803,1162803,関西空港,KANSAI-AIRPORT,11628,135.243419,34.436
1162901,1160213,新大阪,SHIN-OSAKA,11629,135.501852,34.734136
1162902,1160214,大阪,OSAKA,11629,135.495188,34.702398
1162924,1160302,塚本,TSUKAMOTO,11629,135.468878,34.712581
1162903,1160303,尼崎,AMAGASAKI,11629,135.431685,34.731791
1162904,1162904,塚口,TSUKAGUCHI,11629,135.424948,34.751028
1162905,1162905,猪名寺,INADERA,11629,135.422598,34.764086
1162906,1162906,伊丹,ITAMI,11629,135.421686,34.78065
1162907,1162907,北伊丹,KITA-ITAMI,11629,135.419326,34.801349
1162908,1162908,川西池田,KAWANISHI-IKEDA,11629,135.409901,34.824857
1162909,1162909,中山寺,NAKAYAMADERA,11629,135.373993,34.816627
1162910,1162910,宝塚,TAKARAZUKA,11629,135.340399,34.811562
1162911,1162911,生瀬,NAMAZE,11629,135.325058,34.819159
1162912,1162912,西宮名塩,NISHINOMIYA-NAJIO,11629,135.308871,34.827125
1162913,1162913,武田尾,TAKEDAO,11629,135.305838,34.855316
1162914,1162914,道場,DOJO,11629,135.255528,34.867303
1162915,1162915,三田,SANDA,11629,135.22979,34.888787
1162916,1162916,新三田,SHIN-SANDA,11629,135.20861,34.910183
1162917,1162917,広野,HIRONO,11629,135.191267,34.928424
1162918,1162918,相野,AINO,11629,135.155998,34.947482
1162919,1162919,藍本,AIMOTO,11629,135.155533,34.977041
1162920,1162920,草野,KUSANO,11629,135.1524,34.996887
1162921,1162921,古市,FURUICHI,11629,135.154808,35.021932
1162922,1162922,南矢代,MINAMI-YASHIRO,11629,135.174875,35.037697
1162923,1162923,篠山口,SASAYAMAGUCHI,11629,135.177452,35.056223
1163001,1162923,篠山口,SASAYAMAGUCHI,11630,135.177452,35.056223
1163002,1163002,丹波大山,TAMBA-OYAMA,11630,135.168533,35.072369
1163003,1163003,下滝,SHIMOTAKI,11630,135.094268,35.08791
1163004,1163004,谷川,TANIKAWA,11630,135.049666,35.082724
1163005,1163005,柏原,KAIBARA,11630,135.077082,35.127206
1163006,1163006,石生,ISO,11630,135.063719,35.152706
1163007,1163007,黒井,KUROI,11630,135.097302,35.168549
1163008,1163008,市島,ICHIJIMA,11630,135.130198,35.207868
1163009,1163009,丹波竹田,TAMBA-TAKEDA,11630,135.133908,35.24373
1163010,1161514,福知山,FUKUCHIYAMA,11630,135.118564,35.296143
1163101,1160905,相生,AIOI,11631,134.47341,34.818052
1163102,1163102,西相生,NISHI-AIOI,11631,134.450563,34.801303
1163103,1163103,坂越,SAKOSHI,11631,134.417244,34.768679
1163104,1163104,播州赤穂,BANSHU-AKO,11631,134.392976,34.756601
1163105,1163105,天和,TENWA,11631,134.351418,34.749097
1163106,1163106,備前福河,BIZEN-FUKUKAWA,11631,134.331664,34.746681
1163107,1163107,寒河,SOGO,11631,134.29778,34.746122
1163108,1163108,日生,HINASE,11631,134.276485,34.735148
1163109,1163109,伊里,IRI,11631,134.224525,34.741424
1163110,1163110,備前片上,BIZEN-KATAKAMI,11631,134.197006,34.748295
1163111,1163111,西片上,NISHI-KATAKAMI,11631,134.184177,34.745193
1163112,1163112,伊部,INBE,11631,134.160554,34.738798
1163113,1163113,香登,KAGATO,11631,134.119542,34.727737
1163114,1163114,長船,OSAFUNE,11631,134.098828,34.699909
1163115,1163115,邑久,OKU,11631,134.091027,34.668526
1163116,1163116,大富,ODOMI,11631,134.070762,34.661429
1163117,1163117,西大寺,SAIDAIJI,11631,134.037037,34.661878
1163118,1163118,大多羅,ODARA,11631,134.006354,34.665661
1163119,1160915,東岡山,HIGASHI-OKAYAMA,11631,133.988103,34.685633
1163120,1160916,高島,TAKASHIMA,11631,133.95774,34.683074
1163122,1160919,西川原,NISHIGAWARA,11631,133.936555,34.678
1163121,1160917,岡山,OKAYAMA,11631,133.918552,34.666572
1163201,1160816,加古川,KAKOGAWA,11632,134.839447,34.767666
1163202,1163202,日岡,HIOKA,11632,134.857153,34.778643
1163203,1163203,神野,KANNO,11632,134.878854,34.790922
1163204,1163204,厄神,YAKUJIN,11632,134.90682,34.794623
1163205,1163205,市場,ICHIBA,11632,134.932494,34.819352
1163206,1163206,小野町,ONOMACHI,11632,134.918466,34.833601
1163207,1163207,粟生,AO,11632,134.909509,34.856859
1163208,1163208,河合西,KAWAINISHI,11632,134.919519,34.879221
1163209,1163209,青野ケ原,AONOGAHARA,11632,134.927933,34.897297
1163210,1163210,社町,YASHIROCHO,11632,134.934507,34.920336
1163211,1163211,滝野,TAKINO,11632,134.954919,34.941034
1163212,1163212,滝,TAKI,11632,134.962374,34.948812
1163213,1163213,西脇市,NISHIWAKISHI,11632,134.968795,34.971702
1163214,1163214,新西脇,SHIN-NISHIWAKISHI,11632,134.977563,34.977907
1163215,1163215,比延,HIE,11632,134.995733,34.988773
1163216,1163216,日本へそ公園,NIHONHESOKOEN,11632,134.997633,35.002069
1163217,1163217,黒田庄,KURODASHO,11632,134.992522,35.022689
1163218,1163218,本黒田,HON-KURODA,11632,134.99591,35.052941
1163219,1163219,船町口,FUNAMACHIGUCHI,11632,135.009342,35.06291
1163220,1163220,久下村,KUGEMURA,11632,135.030557,35.075812
1163221,1163004,谷川,TANIKAWA,11632,135.049666,35.082724
1163301,1160821,姫路,HIMEJI,11633,134.690769,34.827659
1163302,1163302,播磨高岡,HARIMA-TAKAOKA,11633,134.658674,34.841918
1163303,1163303,余部,YOBE,11633,134.642783,34.856483
1163304,1163304,太市,OICHI,11633,134.607087,34.863998
1163305,1163305,本竜野,HON-TATSUNO,11633,134.555611,34.861762
1163306,1163306,東觜崎,HIGASHI-HASHISAKI,11633,134.557685,34.887629
1163307,1163307,播磨新宮,HARIMA-SHINGU,11633,134.545766,34.921442
1163308,1163308,千本,SEMBON,11633,134.494327,34.942508
1163309,1163309,西栗栖,NISHI-KURISU,11633,134.470646,34.952378
1163310,1163310,三日月,MIKAZUKI,11633,134.435318,34.984846
1163311,1163311,播磨徳久,HARIMA-TOKUSA,11633,134.385711,34.990473
1163312,1163312,佐用,SAYO,11633,134.356538,35.003579
1163401,1163312,佐用,SAYO,11634,134.356538,35.003579
1163402,1163402,上月,KOZUKI,11634,134.32251,34.983425
1163403,1163403,美作土居,MIMASAKA-DOI,11634,134.25991,34.995078
1163404,1163404,美作江見,MIMASAKA-EMI,11634,134.219754,35.013403
1163405,1163405,楢原,NARAHARA,11634,134.189362,35.01974
1163406,1163406,林野,HAYASHINO,11634,134.151411,35.013893
1163407,1163407,勝間田,KATSUMADA,11634,134.118971,35.035882
1163408,1163408,西勝間田,NISHI-KATSUMADA,11634,134.089316,35.043553
1163409,1163409,美作大崎,MIMASAKA-OSAKI,11634,134.067298,35.045419
1163410,1163410,東津山,HIGASHI-TSUYAMA,11634,134.031818,35.058676
1163411,1163411,津山,TSUYAMA,11634,134.003477,35.054511
1163412,1163412,院庄,INNOSHO,11634,133.957617,35.059068
1163413,1163413,美作千代,MIMASAKA-SENDAI,11634,133.906201,35.058311
1163414,1163414,坪井,TSUBOI,11634,133.877295,35.062041
1163415,1163415,美作追分,MIMASAKA-OIWAKE,11634,133.820063,35.058876
1163416,1163416,美作落合,MIMASAKA-OCHIAI,11634,133.759656,35.02318
1163417,1163417,古見,KOMI,11634,133.760616,35.049213
1163418,1163418,久世,KUSE,11634,133.745133,35.080976
1163419,1163419,中国勝山,CHUGOKU-KATSUYAMA,11634,133.694735,35.080556
1163420,1163420,月田,TSUKIDA,11634,133.666839,35.048195
1163421,1163421,富原,TOMIHARA,11634,133.612494,35.054838
1163422,1163422,刑部,OSAKABE,11634,133.565981,35.076283
1163423,1163423,丹治部,TAJIBE,11634,133.553725,35.046392
1163424,1163424,岩山,IWAYAMA,11634,133.512674,35.02262
1163425,1163425,新見,NIIMI,11634,133.45674,34.987232
1163501,1160821,姫路,HIMEJI,11635,134.690769,34.827659
1163502,1163502,京口,KYOGUCHI,11635,134.70535,34.834672
1163503,1163503,野里,NOZATO,11635,134.711251,34.856142
1163504,1163504,砥堀,TOHORI,11635,134.724833,34.866427
1163505,1163505,仁豊野,NIBUNO,11635,134.728315,34.885144
1163506,1163506,香呂,KORO,11635,134.735895,34.911389
1163507,1163507,溝口,MIZOGUCHI,11635,134.742347,34.927859
1163508,1163508,福崎,FUKUSAKI,11635,134.750618,34.960637
1163509,1163509,甘地,AMAJI,11635,134.758525,34.98814
1163510,1163510,鶴居,TSURUI,11635,134.754716,35.023742
1163511,1163511,新野,NIINO,11635,134.752482,35.050278
1163512,1163512,寺前,TERAMAE,11635,134.743255,35.065462
1163513,1163513,長谷,HASE,11635,134.748103,35.117029
1163514,1163514,生野,IKUNO,11635,134.789259,35.163227
1163515,1163515,新井,NII,11635,134.79508,35.236471
1163516,1163516,青倉,AOKURA,11635,134.811789,35.26719
1163517,1163517,竹田,TAKEDA,11635,134.835422,35.298459
1163518,1161519,和田山,WADAYAMA,11635,134.85137,35.34141
1163601,1160708,王寺,OJI,11636,135.704005,34.597448
1163602,1163602,畠田,HATAKEDA,11636,135.703874,34.578427
1163603,1163603,志都美,SHIZUMI,11636,135.701997,34.561515
1163604,1163604,香芝,KASHIBA,11636,135.705767,34.543137
1163605,1163605,ＪＲ五位堂,JR-GOIDO,11636,135.718435,34.527667
1163606,1163606,高田,TAKADA,11636,135.745033,34.515916
1163607,1163607,大和新庄,YAMATO-SHINJO,11636,135.736001,34.488827
1163608,1163608,御所,GOSE,11636,135.733819,34.465102
1163609,1163609,玉手,TAMADE,11636,135.748479,34.458467
1163610,1163610,掖上,WAKIGAMI,11636,135.763127,34.452393
1163611,1163611,吉野口,YOSHINOGUCHI,11636,135.750343,34.420704
1163612,1163612,北宇智,KITAUCHI,11636,135.714722,34.381264
1163613,1163613,五条,GOJO,11636,135.698679,34.355727
1163614,1163614,大和二見,YAMATO-FUTAMI,11636,135.684516,34.346125
1163615,1163615,隅田,SUDA,11636,135.655639,34.32811
1163616,1163616,下兵庫,SHIMOHYOGO,11636,135.634741,34.322613
1163617,1163617,橋本,HASHIMOTO,11636,135.614767,34.318158
1163618,1163618,紀伊山田,KII-YAMADA,11636,135.584051,34.3131
1163619,1163619,高野口,KOYAGUCHI,11636,135.556957,34.307603
1163620,1163620,中飯降,NAKAIBURI,11636,135.532019,34.304209
1163621,1163621,妙寺,MYOJI,11636,135.517382,34.298607
1163622,1163622,大谷,OTANI,11636,135.493698,34.298548
1163623,1163623,笠田,KASEDA,11636,135.479947,34.292073
1163624,1163624,西笠田,NISHI-KASEDA,11636,135.452551,34.280136
1163625,1163625,名手,NATE,11636,135.433498,34.272883
1163626,1163626,粉河,KOKAWA,11636,135.404184,34.270717
1163627,1163627,紀伊長田,KII-NAGATA,11636,135.391536,34.268242
1163628,1163628,打田,UCHITA,11636,135.364224,34.265178
1163629,1163629,下井阪,SHIMOISAKA,11636,135.340256,34.262003
1163630,1163630,岩出,IWADE,11636,135.321272,34.254945
1163631,1163631,船戸,FUNATO,11636,135.311171,34.248301
1163632,1163632,紀伊小倉,KII-OGURA,11636,135.287346,34.246357
1163633,1163633,布施屋,HOSHIYA,11636,135.261579,34.244481
1163634,1163634,千旦,SENDA,11636,135.245677,34.24167
1163635,1163635,田井ノ瀬,TAINOSE,11636,135.229492,34.242153
1163636,1162635,和歌山,WAKAYAMA,11636,135.191454,34.232436
1163701,1160704,奈良,NARA,11637,135.818935,34.680482
1163702,1163702,京終,KYOBATE,11637,135.828446,34.670031
1163703,1163703,帯解,OBITOKE,11637,135.82621,34.643156
1163704,1163704,櫟本,ICHINOMOTO,11637,135.826329,34.621058
1163705,1163705,天理,TENRI,11637,135.830283,34.60113
1163706,1163706,長柄,NAGARA,11637,135.835021,34.574252
1163707,1163707,柳本,YANAGIMOTO,11637,135.838715,34.55926
1163708,1163708,巻向,MAKIMUKU,11637,135.840943,34.545147
1163709,1163709,三輪,MIWA,11637,135.848435,34.527138
1163710,1163710,桜井,SAKURAI,11637,135.846527,34.513143
1163711,1163711,香久山,KAGUYAMA,11637,135.825092,34.510704
1163712,1163712,畝傍,UNEBI,11637,135.794154,34.508209
1163713,1163713,金橋,KANAHASHI,11637,135.765401,34.509639
1163714,1163606,高田,TAKADA,11637,135.745033,34.515916
1163901,1151041,新宮,SHINGU,11639,135.994099,33.725119
1163902,1163902,三輪崎,MIWAKASAKI,11639,135.984906,33.689554
1163903,1163903,紀伊佐野,KII-SANO,11639,135.970447,33.679891
1163904,1163904,宇久井,UKUI,11639,135.972302,33.662751
1163905,1163905,那智,NACHI,11639,135.936508,33.643917
1163906,1163906,紀伊天満,KII-TEMMA,11639,135.93457,33.636706
1163907,1163907,紀伊勝浦,KII-KATSUURA,11639,135.941811,33.628133
1163908,1163908,湯川,YUKAWA,11639,135.92508,33.609568
1163909,1163909,太地,TAIJI,11639,135.927536,33.591348
1163910,1163910,下里,SHIMOSATO,11639,135.9221,33.582115
1163911,1163911,紀伊浦神,KII-URAGAMI,11639,135.893979,33.560473
1163912,1163912,紀伊田原,KII-TAHARA,11639,135.868132,33.536504
1163913,1163913,古座,KOZA,11639,135.820882,33.518449
1163914,1163914,紀伊姫,KII-HIME,11639,135.796272,33.497321
1163915,1163915,串本,KUSHIMOTO,11639,135.781546,33.47547
1163916,1163916,紀伊有田,KII-ARITA,11639,135.736277,33.490896
1163917,1163917,田並,TANAMI,11639,135.719107,33.488059
1163918,1163918,田子,TAKO,11639,135.677603,33.490281
1163919,1163919,和深,WABUKA,11639,135.654969,33.501171
1163920,1163920,江住,ESUMI,11639,135.603286,33.509539
1163921,1163921,見老津,MIROZU,11639,135.575611,33.515577
1163922,1163922,周参見,SUSAMI,11639,135.495784,33.546837
1163923,1163923,紀伊日置,KII-HIKI,11639,135.458122,33.58491
1163924,1163924,椿,TSUBAKI,11639,135.403877,33.609879
1163925,1163925,紀伊富田,KII-TONDA,11639,135.393261,33.652709
1163926,1163926,白浜,SHIRAHAMA,11639,135.3874,33.676259
1163927,1163927,朝来,ASSO,11639,135.417581,33.696774
1163928,1163928,紀伊新庄,KII-SHINJO,11639,135.402355,33.720993
1163929,1163929,紀伊田辺,KII-TANABE,11639,135.383581,33.733619
1163930,1163930,芳養,HAYA,11639,135.355334,33.747323
1163931,1163931,南部,MINABE,11639,135.324223,33.767597
1163932,1163932,岩代,IWASHIRO,11639,135.27948,33.780372
1163933,1163933,切目,KIRIME,11639,135.241072,33.796798
1163934,1163934,印南,INAMI,11639,135.219856,33.818592
1163935,1163935,稲原,INAHARA,11639,135.229774,33.852823
1163936,1163936,和佐,WASA,11639,135.206709,33.896954
1163937,1163937,道成寺,DOJOJI,11639,135.175811,33.911118
1163938,1163938,御坊,GOBO,11639,135.158773,33.907842
1163939,1163939,紀伊内原,KII-UCHIHARA,11639,135.145177,33.92578
1163940,1163940,紀伊由良,KII-YURA,11639,135.128303,33.969028
1163941,1163941,広川ビーチ,HIROKAWA-BEACH,11639,135.163994,34.012804
1163942,1163942,湯浅,YUASA,11639,135.179992,34.03226
1163943,1163943,藤並,FUJINAMI,11639,135.197043,34.057807
1163944,1163944,紀伊宮原,KII-MIYAHARA,11639,135.169939,34.077928
1163945,1163945,箕島,MINOSHIMA,11639,135.124074,34.086106
1163946,1163946,初島,HATSUSHIMA,11639,135.115525,34.100082
1163947,1163947,下津,SHIMOTSU,11639,135.145524,34.108854
1163948,1163948,加茂郷,KAMOGO,11639,135.159963,34.125794
1163949,1163949,冷水浦,SHIMIZUURA,11639,135.193361,34.141864
1163950,1163950,海南,KAINAN,11639,135.21443,34.154536
1163951,1163951,黒江,KUROE,11639,135.210172,34.170584
1163952,1163952,紀三井寺,KIMIIDERA,11639,135.187594,34.187714
1163953,1163953,宮前,MIYAMAE,11639,135.188907,34.213375
1163954,1162635,和歌山,WAKAYAMA,11639,135.191454,34.232436
1164001,1162635,和歌山,WAKAYAMA,11640,135.191454,34.232436
1164002,1164002,紀和,KIWA,11640,135.181451,34.241966
1164003,1164003,和歌山市,WAKAYAMASHI,11640,135.166731,34.236717
1164115,1160214,大阪,OSAKA,11641,135.495188,34.702398
1164109,1160213,新大阪,SHIN-OSAKA,11641,135.500109,34.73348
1164110,1164110,南吹田,MINAMI-SUITA,11641,135.51125,34.749444
1164111,3400322,JR淡路,JR-AWAJI,11641,135.519861,34.740694
1164112,1164112,城北公園通,SHIROKITAKOENDORI,11641,135.530694,34.723472
1164113,3300136,JR野江,JR-NOE,11641,135.541389,34.706944
1164114,1161723,鴫野,SHIGINO,11641,135.544995,34.692769
1164101,1161722,放出,HANATEN,11641,135.563296,34.688103
1164102,1164102,高井田中央,TAKAIDA-CHUO,11641,135.572362,34.678764
1164103,1164103,ＪＲ河内永和,JR-KAWACHI-EIWA,11641,135.572255,34.664717
