line_cd,company_cd,line_name,line_name_rn,line_type,station_cd,station_g_cd,station_name,station_name_rn,lon,lat
11214,2,羽越本線,Uetsu Main Line,2,1121456,1121456,下浜,SHIMOHAMA,140.064567,39.619678
11214,2,羽越本線,Uetsu Main Line,2,1121457,1121457,桂根,KATSURANE,140.066482,39.647566
11214,2,羽越本線,Uetsu Main Line,2,1121458,1121458,新屋,ARAYA,140.087799,39.677493
11214,2,羽越本線,Uetsu Main Line,2,1121459,1121459,羽後牛島,UGO-USHIJIMA,140.116467,39.695834
11214,2,羽越本線,Uetsu Main Line,2,1121460,1120228,秋田,AKITA,140.129931,39.716748
11215,2,男鹿線,Oga Line,2,1121501,1120231,追分,OIWAKE,140.05781,39.809925
11215,2,男鹿線,Oga Line,2,1121502,1121502,出戸浜,DETOHAMA,140.024374,39.844473
11215,2,男鹿線,Oga Line,2,1121503,1121503,上二田,KAMI-FUTADA,140.00409,39.869089
11215,2,男鹿線,Oga Line,2,1121504,1121504,二田,FUTADA,139.987171,39.88174
11215,2,男鹿線,Oga Line,2,1121505,1121505,天王,TENNO,139.963609,39.898782
11215,2,男鹿線,Oga Line,2,1121506,1121506,船越,FUNAKOSHI,139.946804,39.90473
11215,2,男鹿線,Oga Line,2,1121507,1121507,脇本,WAKIMOTO,139.902657,39.915172
11215,2,男鹿線,Oga Line,2,1121508,1121508,羽立,HADACHI,139.86205,39.904569
11215,2,男鹿線,Oga Line,2,1121509,1121509,男鹿,OGA,139.848647,39.884571
11216,2,山形線,Ou Main Line,2,1121601,1123124,福島,FUKUSHIMA,140.45968,37.754123
11216,2,山形線,Ou Main Line,2,1121602,1121602,笹木野,SASAKINO,140.425985,37.765926
11216,2,山形線,Ou Main Line,2,1121603,1121603,庭坂,NIWASAKA,140.389847,37.771537
11216,2,山形線,Ou Main Line,2,1121604,1121604,赤岩,AKAIWA,140.335545,37.80567
11216,2,山形線,Ou Main Line,2,1121605,1121605,板谷,ITAYA,140.268815,37.811627
11216,2,山形線,Ou Main Line,2,1121606,1121606,峠,TOGE,140.236041,37.811935
11216,2,山形線,Ou Main Line,2,1121607,1121607,大沢,OSAWA,140.19801,37.839775
11216,2,山形線,Ou Main Line,2,1121608,1121608,関根,SEKINE,140.146284,37.864592
11216,2,山形線,Ou Main Line,2,1121609,1121609,米沢,YONEZAWA,140.128209,37.909478
11216,2,山形線,Ou Main Line,2,1121610,1121610,置賜,OITAMA,140.142496,37.954093
11216,2,山形線,Ou Main Line,2,1121611,1121611,高畠,TAKAHATA,140.15281,37.992314
11216,2,山形線,Ou Main Line,2,1121612,1121612,赤湯,AKAYU,140.148978,38.047081
11216,2,山形線,Ou Main Line,2,1121613,1121613,中川,NAKAGAWA,140.203553,38.093349
11216,2,山形線,Ou Main Line,2,1121614,1121614,羽前中山,UZEN-NAKAYAMA,140.218318,38.124158
11216,2,山形線,Ou Main Line,2,1121615,1121615,かみのやま温泉,KAMINOYAMAONSEN,140.27867,38.152259
11216,2,山形線,Ou Main Line,2,1121616,1121616,茂吉記念館前,MOKICHIKINENKAMMAE,140.298167,38.171249
11216,2,山形線,Ou Main Line,2,1121617,1121617,蔵王,ZAO,140.303299,38.20592
11216,2,山形線,Ou Main Line,2,1121618,1121618,山形,YAMAGATA,140.327253,38.248098
11216,2,山形線,Ou Main Line,2,1121619,1121619,北山形,KITA-YAMAGATA,140.332658,38.265902
11216,2,山形線,Ou Main Line,2,1121620,1121620,羽前千歳,UZEN-CHITOSE,140.342168,38.287313
11216,2,山形線,Ou Main Line,2,1121621,1121621,南出羽,MINAMI-DEWA,140.344692,38.302834
11216,2,山形線,Ou Main Line,2,1121622,1121622,漆山,URUSHIYAMA,140.347661,38.314477
11216,2,山形線,Ou Main Line,2,1121623,1121623,高擶,TAKATAMA,140.358832,38.330726
11216,2,山形線,Ou Main Line,2,1121636,1121636,天童南,TENDO-MINAMI,140.365853,38.342489
11216,2,山形線,Ou Main Line,2,1121624,1121624,天童,TENDO,140.369303,38.35989
11216,2,山形線,Ou Main Line,2,1121625,1121625,乱川,MIDAREGAWA,140.374663,38.386554
11216,2,山形線,Ou Main Line,2,1121626,1121626,神町,JINMACHI,140.378389,38.412276
11216,2,山形線,Ou Main Line,2,1121627,1121627,さくらんぼ東根,SAKURAMBOHIGASHINE,140.380677,38.42806
11216,2,山形線,Ou Main Line,2,1121628,1121628,東根,HIGASHINE,140.384035,38.450863
11216,2,山形線,Ou Main Line,2,1121629,1121629,村山,MURAYAMA,140.386399,38.477078
11216,2,山形線,Ou Main Line,2,1121630,1121630,袖崎,SODESAKI,140.391295,38.548259
11216,2,山形線,Ou Main Line,2,1121631,1121631,大石田,OISHIDA,140.375349,38.595916
11216,2,山形線,Ou Main Line,2,1121632,1121632,北大石田,KITA-OISHIDA,140.371234,38.629487
11216,2,山形線,Ou Main Line,2,1121633,1121633,芦沢,ASHISAWA,140.361016,38.655258
11216,2,山形線,Ou Main Line,2,1121634,1121634,舟形,FUNAGATA,140.316157,38.691583
11216,2,山形線,Ou Main Line,2,1121635,1120201,新庄,SHINJO,140.306064,38.76256
11217,2,仙山線,Senzan Line,2,1121701,1123143,仙台,SENDAI,140.882158,38.260027
11217,2,仙山線,Senzan Line,2,1121702,1121702,東照宮,TOSHOGU,140.88682,38.277262
11217,2,仙山線,Senzan Line,2,1121703,1121703,北仙台,KITA-SENDAI,140.869885,38.281594
11217,2,仙山線,Senzan Line,2,1121704,1121704,北山,KITAYAMA,140.851876,38.285154
11217,2,仙山線,Senzan Line,2,1121722,1121722,東北福祉大前,TOHOKU FUKUSHI UNIVERSITY,140.842683,38.280468
11217,2,仙山線,Senzan Line,2,1121705,1121705,国見,KUNIMI,140.8335,38.274783
11217,2,仙山線,Senzan Line,2,1121706,1121706,葛岡,KUZUOKA,140.818583,38.268816
11217,2,仙山線,Senzan Line,2,1121707,1121707,陸前落合,RIKUZEN-OCHIAI,140.789896,38.273379
11217,2,仙山線,Senzan Line,2,1121708,1121708,愛子,AYASHI,140.761517,38.272661
11217,2,仙山線,Senzan Line,2,1121709,1121709,陸前白沢,RIKUZEN-SHIRASAWA,140.702333,38.278117
11217,2,仙山線,Senzan Line,2,1121710,1121710,熊ケ根,KUMAGANE,140.680633,38.297947
11217,2,仙山線,Senzan Line,2,1121711,1121711,西仙台ハイランド,NISHISENDAI-HAIRANDO,140.665373,38.304188
11217,2,仙山線,Senzan Line,2,1121712,1121712,作並,SAKUNAMI,140.632467,38.317738
11217,2,仙山線,Senzan Line,2,1121713,1121713,八ツ森,YATSUMORI,140.615497,38.309041
11217,2,仙山線,Senzan Line,2,1121714,1121714,奥新川,OKU-NIKKAWA,140.594329,38.325953
11217,2,仙山線,Senzan Line,2,1121715,1121715,面白山高原,OMOSHIROYAMA-KOGEN,140.49712,38.333071
11217,2,仙山線,Senzan Line,2,1121716,1121716,山寺,YAMADERA,140.434773,38.309561
11217,2,仙山線,Senzan Line,2,1121717,1121717,高瀬,TAKASE,140.396074,38.301677
11217,2,仙山線,Senzan Line,2,1121718,1121718,楯山,TATEYAMA,140.370598,38.301632
11217,2,仙山線,Senzan Line,2,1121719,1121620,羽前千歳,UZEN-CHITOSE,140.342168,38.287313
11217,2,仙山線,Senzan Line,2,1121720,1121619,北山形,KITA-YAMAGATA,140.332658,38.265902
11217,2,仙山線,Senzan Line,2,1121721,1121618,山形,YAMAGATA,140.327253,38.248098
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121801,1121618,山形,YAMAGATA,140.327253,38.248098
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121802,1121619,北山形,KITA-YAMAGATA,140.332658,38.265902
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121803,1121803,東金井,HIGASHI-KANAI,140.302666,38.277058
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121804,1121804,羽前山辺,UZEN-YAMABE,140.271571,38.294756
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121805,1121805,羽前金沢,UZEN-KANEZAWA,140.270516,38.320837
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121806,1121806,羽前長崎,UZEN-NAGASAKI,140.273018,38.332969
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121807,1121807,南寒河江,MINAMI-SAGAE,140.27767,38.356033
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121808,1121808,寒河江,SAGAE,140.274487,38.372548
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121809,1121809,西寒河江,NISHI-SAGAE,140.26662,38.379627
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121810,1121810,羽前高松,UZEN-TAKAMATSU,140.248666,38.397494
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121811,1121811,柴橋,SHIBAHASHI,140.22582,38.380874
11218,2,フルーツライン左沢線,Aterazawa Line,2,1121812,1121812,左沢,ATERAZAWA,140.208132,38.382223
11219,2,米坂線,Yonesaka Line,2,1121901,1121609,米沢,YONEZAWA,140.128209,37.909478
11219,2,米坂線,Yonesaka Line,2,1121902,1121902,南米沢,MINAMI-YONEZAWA,140.108364,37.896043
11219,2,米坂線,Yonesaka Line,2,1121903,1121903,西米沢,NISHI-YONEZAWA,140.08481,37.917279
11219,2,米坂線,Yonesaka Line,2,1121904,1121904,成島,NARUSHIMA,140.075584,37.94335
11219,2,米坂線,Yonesaka Line,2,1121905,1121905,中郡,CHUGUN,140.067286,37.969109
11219,2,米坂線,Yonesaka Line,2,1121906,1121906,羽前小松,UZEN-KOMATSU,140.048503,38.004721
11219,2,米坂線,Yonesaka Line,2,1121907,1121907,犬川,INUKAWA,140.052038,38.025333
11219,2,米坂線,Yonesaka Line,2,1121908,1121908,今泉,IMAIZUMI,140.04412,38.056697
11219,2,米坂線,Yonesaka Line,2,1121909,1121909,萩生,HAGYU,140.004207,38.06182
11219,2,米坂線,Yonesaka Line,2,1121910,1121910,羽前椿,UZEN-TSUBAKI,139.994293,38.038636
11219,2,米坂線,Yonesaka Line,2,1121911,1121911,手ノ子,TENOKO,139.961264,38.011766
11219,2,米坂線,Yonesaka Line,2,1121912,1121912,羽前沼沢,UZEN-NUMAZAWA,139.872497,38.028698
11219,2,米坂線,Yonesaka Line,2,1121913,1121913,伊佐領,ISARYO,139.822635,38.05105
11219,2,米坂線,Yonesaka Line,2,1121914,1121914,羽前松岡,UZEN-MATSUOKA,139.780445,38.045391
11219,2,米坂線,Yonesaka Line,2,1121915,1121915,小国,OGUNI,139.750167,38.061422
11219,2,米坂線,Yonesaka Line,2,1121916,1121916,越後金丸,ECHIGO-KANAMARU,139.663521,38.066474
11219,2,米坂線,Yonesaka Line,2,1121917,1121917,越後片貝,ECHIGO-KATAKAI,139.62239,38.070712
11219,2,米坂線,Yonesaka Line,2,1121918,1121918,越後下関,ECHIGO-SHIMOSEKI,139.560024,38.090037
11219,2,米坂線,Yonesaka Line,2,1121919,1121919,越後大島,ECHIGO-OSHIMA,139.518209,38.099721
11219,2,米坂線,Yonesaka Line,2,1121920,1121412,坂町,SAKAMACHI,139.445838,38.119277
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122001,1120201,新庄,SHINJO,140.306064,38.76256
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122002,1122002,升形,MASUKATA,140.24423,38.751646
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122003,1122003,羽前前波,UZEN-ZENNAMI,140.209525,38.747654
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122004,1122004,津谷,TSUYA,140.186375,38.737618
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122005,1122005,古口,FURUKUCHI,140.14602,38.737129
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122006,1122006,高屋,TAKAYA,140.070936,38.752567
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122007,1122007,清川,KIYOKAWA,140.020761,38.790152
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122008,1122008,狩川,KARIKAWA,139.976777,38.79367
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122009,1122009,南野,MINAMINO,139.944742,38.81813
11220,2,奥の細道最上川ライン,Riku-West Line,2,1122010,1121434,余目,AMARUME,139.911348,38.844321
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122101,1123156,小牛田,KOGOTA,141.064355,38.541111
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122102,1122102,北浦,KITAURA,141.02305,38.55985
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122103,1122103,陸前谷地,RIKUZEN-YACHI,140.999453,38.565152
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122104,1122104,古川,FURUKAWA,140.967876,38.571192
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122105,1122105,塚目,TSUKANOME,140.937093,38.572474
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122106,1122106,西古川,NISHI-FURUKAWA,140.895416,38.578214
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122107,1122107,東大崎,HIGASHI-OSAKI,140.897015,38.605627
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122108,1122108,西大崎,NISHI-OSAKI,140.889638,38.629986
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122109,1122109,岩出山,IWADEYAMA,140.871492,38.652508
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122110,1122110,有備館,YUBIKAN,140.86442,38.658135
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122111,1122111,上野目,KAMINOME,140.859342,38.680563
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122112,1122112,池月,IKEZUKI,140.835732,38.708948
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122113,1122113,川渡温泉,KAWATABI-ONSEN,140.779317,38.736834
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122114,1122114,鳴子御殿湯,NARUKO-GOTEN-YU,140.737148,38.744612
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122115,1122115,鳴子温泉,NARUKO-ONSEN,140.715939,38.743193
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122116,1122116,中山平温泉,NAKAYAMADAIRA-ONSEN,140.668103,38.726568
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122117,1122117,堺田,SAKAIDA,140.612902,38.73549
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122118,1122118,赤倉温泉,AKAKURA-ONSEN,140.553647,38.730535
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122119,1122119,立小路,TACHIKOJI,140.542678,38.742045
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122120,1122120,最上,MOGAMI,140.517712,38.755959
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122121,1122121,大堀,OMIHORI,140.475377,38.76592
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122122,1122122,鵜杉,USUGI,140.453698,38.764962
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122123,1122123,瀬見温泉,SEMI-ONSEN,140.419557,38.755192
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122124,1122124,東長沢,HIGASHI-NAGASAWA,140.382195,38.718898
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122125,1122125,長沢,NAGASAWA,140.365969,38.709782
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122126,1122126,南新庄,MINAMI-SHINJO,140.316212,38.721629
11221,2,奥の細道湯けむりライン,Riku-East Line,2,1122127,1120201,新庄,SHINJO,140.306064,38.76256
11222,2,仙石線,Senseki Line,2,1122201,1122201,あおば通,AOBADORI AVENUE,140.878514,38.260749
11222,2,仙石線,Senseki Line,2,1122202,1123143,仙台,SENDAI,140.882158,38.260027
11222,2,仙石線,Senseki Line,2,1122203,1122203,榴ケ岡,TSUTSUJIGAOKA,140.893782,38.258792
11222,2,仙石線,Senseki Line,2,1122204,1122204,宮城野原,MIYAGINOHARA,140.905155,38.26115
11222,2,仙石線,Senseki Line,2,1122205,1122205,陸前原ノ町,RIKUZEN-HARANOMACHI,140.910638,38.266017
11222,2,仙石線,Senseki Line,2,1122206,1122206,苦竹,NIGATAKE,140.918867,38.268722
11222,2,仙石線,Senseki Line,2,1122207,1122207,小鶴新田,KOZURUSHINDEN,140.935446,38.273455
11222,2,仙石線,Senseki Line,2,1122208,1122208,福田町,FUKUDAMACHI,140.958252,38.274967
11222,2,仙石線,Senseki Line,2,1122209,1122209,陸前高砂,RIKUZEN-TAKASAGO,140.967607,38.27344
11222,2,仙石線,Senseki Line,2,1122210,1122210,中野栄,NAKANOSAKAE,140.985236,38.280796
11222,2,仙石線,Senseki Line,2,1122211,1122211,多賀城,TAGAJO,141.005375,38.291656
11222,2,仙石線,Senseki Line,2,1122212,1122212,下馬,GEBA,141.014965,38.305833
11222,2,仙石線,Senseki Line,2,1122213,1122213,西塩釜,NISHI-SHIOGAMA,141.018419,38.31194
11222,2,仙石線,Senseki Line,2,1122214,1122214,本塩釜,HON-SHIOGAMA,141.022477,38.317715
11222,2,仙石線,Senseki Line,2,1122215,1122215,東塩釜,HIGASHI-SHIOGAMA,141.031665,38.325572
11222,2,仙石線,Senseki Line,2,1122216,1122216,陸前浜田,RIKUZEN-HAMADA,141.041818,38.350747
11222,2,仙石線,Senseki Line,2,1122217,1122217,松島海岸,MATSUSHIMAKAIGAN,141.058523,38.368529
11222,2,仙石線,Senseki Line,2,1122218,1122218,高城町,TAKAGIMACHI,141.07344,38.382731
11222,2,仙石線,Senseki Line,2,1122219,1122219,手樽,TETARU,141.092846,38.38715
11222,2,仙石線,Senseki Line,2,1122220,1122220,陸前富山,RIKUZEN-TOMIYAMA,141.107208,38.386307
11222,2,仙石線,Senseki Line,2,1122221,1122221,陸前大塚,RIKUZEN-OTSUKA,141.12947,38.379078
11222,2,仙石線,Senseki Line,2,1122222,1122222,東名,TONA,141.14548,38.37529956
11222,2,仙石線,Senseki Line,2,1122223,1122223,野蒜,NOBIRU,141.1570349,38.3790003
11222,2,仙石線,Senseki Line,2,1122224,1122224,陸前小野,RIKUZEN-ONO,141.174345,38.396018
11222,2,仙石線,Senseki Line,2,1122225,1122225,鹿妻,KAZUMA,141.190073,38.403315
11222,2,仙石線,Senseki Line,2,1122226,1122226,矢本,YAMOTO,141.209148,38.420432
11222,2,仙石線,Senseki Line,2,1122227,1122227,東矢本,HIGASHI-YAMOTO,141.22216,38.427993
11222,2,仙石線,Senseki Line,2,1122228,1122228,陸前赤井,RIKUZEN-AKAI,141.238883,38.432442
11222,2,仙石線,Senseki Line,2,1122232,1122232,石巻あゆみ野,ISHINOMAKIAYUMINO,141.259444,38.436111
11222,2,仙石線,Senseki Line,2,1122229,1122229,蛇田,HEBITA,141.277652,38.438218
11222,2,仙石線,Senseki Line,2,1122230,1122230,陸前山下,RIKUZEN-YAMASHITA,141.288868,38.437718
11222,2,仙石線,Senseki Line,2,1122231,1122231,石巻,ISHINOMAKI,141.303553,38.43538
11223,2,石巻線,Ishinomaki Line,2,1122301,1123156,小牛田,KOGOTA,141.064355,38.541111
11223,2,石巻線,Ishinomaki Line,2,1122302,1122302,上涌谷,KAMIWAKUYA,141.099473,38.549194
11223,2,石巻線,Ishinomaki Line,2,1122303,1122303,涌谷,WAKUYA,141.127359,38.538151
11223,2,石巻線,Ishinomaki Line,2,1122304,1122304,前谷地,MAEYACHI,141.194345,38.512187
11223,2,石巻線,Ishinomaki Line,2,1122305,1122305,佳景山,KAKEYAMA,141.239622,38.497974
11223,2,石巻線,Ishinomaki Line,2,1122306,1122306,鹿又,KANOMATA,141.283016,38.485851
11223,2,石巻線,Ishinomaki Line,2,1122307,1122307,曽波神,SOBANOKAMI,141.287848,38.465993
11223,2,石巻線,Ishinomaki Line,2,1122308,1122231,石巻,ISHINOMAKI,141.303553,38.43538
11223,2,石巻線,Ishinomaki Line,2,1122309,1122309,陸前稲井,RIKUZEN-INAI,141.334847,38.445463
11223,2,石巻線,Ishinomaki Line,2,1122310,1122310,渡波,WATANOHA,141.365123,38.420051
11223,2,石巻線,Ishinomaki Line,2,1122311,1122311,万石浦,MANGOKURA,141.368555,38.428855
11223,2,石巻線,Ishinomaki Line,2,1122312,1122312,沢田,SAWADA,141.38234,38.432397
11223,2,石巻線,Ishinomaki Line,2,1122313,1122313,浦宿,URASHUKU,141.421355,38.436542
11223,2,石巻線,Ishinomaki Line,2,1122314,1122314,女川,ONAGAWA,141.444919,38.446403
11224,2,気仙沼線,Kesennuma Line,2,1122401,1122304,前谷地,MAEYACHI,141.194345,38.512187
11224,2,気仙沼線,Kesennuma Line,2,1122402,1122402,和渕,WABUCHI,141.220428,38.525772
11224,2,気仙沼線,Kesennuma Line,2,1122403,1122403,のの岳,NONODAKE,141.225813,38.552567
11224,2,気仙沼線,Kesennuma Line,2,1122404,1122404,陸前豊里,RIKUZEN-TOYOSATO,141.244674,38.582481
11224,2,気仙沼線,Kesennuma Line,2,1122405,1122405,御岳堂,MITAKEDO,141.264718,38.605662
11224,2,気仙沼線,Kesennuma Line,2,1122406,1122406,柳津,YANAIZU,141.305947,38.611693
11224,2,気仙沼線,Kesennuma Line,2,1122407,1122407,陸前横山,RIKUZEN-YOKOYAMA,141.353981,38.630776
11224,2,気仙沼線,Kesennuma Line,2,1122408,1122408,陸前戸倉,RIKUZEN-TOGURA,141.43338,38.647977
11224,2,気仙沼線,Kesennuma Line,2,1122409,1122409,志津川,SHIZUGAWA,141.442894,38.678113
11224,2,気仙沼線,Kesennuma Line,2,1122410,1122410,清水浜,SHIZUHAMA,141.486798,38.690418
11224,2,気仙沼線,Kesennuma Line,2,1122411,1122411,歌津,UTATSU,141.519263,38.717661
11224,2,気仙沼線,Kesennuma Line,2,1122412,1122412,陸前港,RIKUZEN-MINATO,141.530859,38.738559
11224,2,気仙沼線,Kesennuma Line,2,1122413,1122413,蔵内,KURAUCHI,141.524214,38.753952
11224,2,気仙沼線,Kesennuma Line,2,1122414,1122414,陸前小泉,RIKUZEN-KOIZUMI,141.509068,38.766786
11224,2,気仙沼線,Kesennuma Line,2,1122415,1122415,本吉,MOTOYOSHI,141.501937,38.786042
11224,2,気仙沼線,Kesennuma Line,2,1122416,1122416,小金沢,KOGANESAWA,141.534755,38.795686
11224,2,気仙沼線,Kesennuma Line,2,1122417,1122417,大谷海岸,OYAKAIGAN,141.566927,38.813901
11224,2,気仙沼線,Kesennuma Line,2,1122418,1122418,陸前階上,RIKUZEN-HASHIKAMI,141.580339,38.837113
11224,2,気仙沼線,Kesennuma Line,2,1122419,1122419,最知,SAICHI,141.581382,38.853516
11224,2,気仙沼線,Kesennuma Line,2,1122420,1122420,松岩,MATSUIWA,141.583768,38.873369
11224,2,気仙沼線,Kesennuma Line,2,1122421,1122421,南気仙沼,MINAMI-KESENNUMA,141.576753,38.894816
11224,2,気仙沼線,Kesennuma Line,2,1122422,1122422,不動の沢,FUDONOSAWA,141.56236,38.898519
11224,2,気仙沼線,Kesennuma Line,2,1122423,1120814,気仙沼,KESENNUMA,141.558893,38.910031
11225,2,磐越西線,Ban-etsu-West Line,2,1122501,1123114,郡山,KORIYAMA,140.389363,37.398187
11225,2,磐越西線,Ban-etsu-West Line,2,1122516,1122516,郡山富田,KORIYAMATOMITA,140.3695,37.420361
11225,2,磐越西線,Ban-etsu-West Line,2,1122502,1122502,喜久田,KIKUTA,140.341912,37.451746
11225,2,磐越西線,Ban-etsu-West Line,2,1122503,1122503,安子ケ島,AKOGASHIMA,140.310133,37.472048
11225,2,磐越西線,Ban-etsu-West Line,2,1122504,1122504,磐梯熱海,BANDAIATAMI,140.2707,37.480743
11225,2,磐越西線,Ban-etsu-West Line,2,1122505,1122505,中山宿,NAKAYAMAJUKU,140.219401,37.495648
11225,2,磐越西線,Ban-etsu-West Line,2,1122506,1122506,上戸,JOKO,140.163538,37.487848
11225,2,磐越西線,Ban-etsu-West Line,2,1122507,1122507,猪苗代湖畔,INAWASHIROKOHAN,140.147564,37.500563
11225,2,磐越西線,Ban-etsu-West Line,2,1122508,1122508,関都,SEKITO,140.143619,37.515577
11225,2,磐越西線,Ban-etsu-West Line,2,1122509,1122509,川桁,KAWAGETA,140.136869,37.535639
11225,2,磐越西線,Ban-etsu-West Line,2,1122510,1122510,猪苗代,INAWASHIRO,140.103122,37.546286
11225,2,磐越西線,Ban-etsu-West Line,2,1122511,1122511,翁島,OKINASHIMA,140.054079,37.552837
11225,2,磐越西線,Ban-etsu-West Line,2,1122512,1122512,磐梯町,BANDAIMACHI,139.993413,37.557305
11225,2,磐越西線,Ban-etsu-West Line,2,1122513,1122513,東長原,HIGASHI-NAGAHARA,139.948239,37.566465
11225,2,磐越西線,Ban-etsu-West Line,2,1122514,1122514,広田,HIROTA,139.933343,37.549235
11225,2,磐越西線,Ban-etsu-West Line,2,1122515,1122515,会津若松,AIZU-WAKAMATSU,139.930159,37.508824
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122601,1122515,会津若松,AIZU-WAKAMATSU,139.930159,37.508824
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122602,1122602,堂島,DOJIMA,139.911706,37.554723
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122603,1122603,笈川,OIKAWA,139.895318,37.579117
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122604,1122604,塩川,SHIOKAWA,139.88716,37.59393
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122605,1122605,姥堂,UBADO,139.881001,37.615952
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122606,1122606,会津豊川,AIZU-TOYOKAWA,139.876787,37.633499
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122607,1122607,喜多方,KITAKATA,139.868365,37.643886
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122608,1122608,山都,YAMATO,139.766534,37.639228
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122609,1122609,荻野,OGINO,139.722119,37.617613
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122610,1122610,尾登,ONOBORI,139.691542,37.609024
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122611,1122611,野沢,NOZAWA,139.64462,37.590898
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122612,1122612,上野尻,KAMI-NOJIRI,139.633869,37.625041
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122613,1122613,徳沢,TOKUSAWA,139.602879,37.666876
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122614,1122614,豊実,TOYOMI,139.576348,37.680541
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122615,1122615,日出谷,HIDEYA,139.533985,37.705699
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122616,1122616,鹿瀬,KANOSE,139.479663,37.695656
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122617,1122617,津川,TSUGAWA,139.447136,37.68817
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122618,1122618,三川,MIKAWA,139.381482,37.70835
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122619,1122619,五十島,IGASHIMA,139.353419,37.715974
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122620,1122620,東下条,HIGASHI-GEJO,139.321815,37.736876
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122621,1122621,咲花,SAKIHANA,139.29095,37.735003
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122622,1122622,馬下,MAOROSHI,139.260466,37.737569
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122623,1122623,猿和田,SARUWADA,139.222481,37.729594
11226,2,森と水とロマンの鉄道,Ban-etsu-West Line,2,1122624,1122624,五泉,GOSEN,139.179785,37.734373
